rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2023.12.31 현재,"1,788,037,150",-,-,2,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2023.12.31 현재,0,-,-,4,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2023.12.31 현재,"1,788,037,150",-,-,6,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2023.12.31 현재,"165,000",-,-,8,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2023.12.31 현재,"1,346,304,082",-,-,10,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2023.12.31 현재,"1,346,469,082",-,-,12,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2023.12.31 현재,"21,000,000",-,-,15,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2023.12.31 현재,"-10,559,369",-,-,19,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2023.12.31 현재,"441,568,068",-,-,22,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2023.11.21 ~ 2023.12.31,0,-,-,24,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2023.11.21 ~ 2023.12.31,"-8,274,380",-,-,26,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2023.11.21 ~ 2023.12.31,"-13,349,391",-,-,28,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2023.11.21 ~ 2023.12.31,"-10,559,369",-,-,30,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,이자수익,제 1 기,2023.11.21 ~ 2023.12.31,"56,530",-,-,54,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,이자비용,제 1 기,2023.11.21 ~ 2023.12.31,"5,131,541",-,-,56,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2023.11.21 ~ 2023.12.31,"-10,559,369",-,-,62,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2023.11.21 ~ 2023.12.31,"-10,559,369",-,-,64,KRW
20240321001623,11011,2023,01800285,473370,OFS,재무제표,IS,손익계산서,영업비용,제 1 기,2023.11.21 ~ 2023.12.31,"8,274,380",-,-,66,KRW
