rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250314001416,11011,2024,01725577,455910,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"10,158,382,443",제 1 기,2023.12.31 현재,"9,932,939,192",-,2,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"10,158,382,443",제 1 기,2023.12.31 현재,"9,932,939,192",-,6,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"914,629,118",제 1 기,2023.12.31 현재,"871,875,963",-,10,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"914,629,118",제 1 기,2023.12.31 현재,"871,875,963",-,12,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"502,000,000",제 1 기,2023.12.31 현재,"502,000,000",-,15,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"231,523,078",제 1 기,2023.12.31 현재,"48,832,982",-,19,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"9,243,753,325",제 1 기,2023.12.31 현재,"9,061,063,229",-,22,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"-32,493,936",제 1 기,2023.03.23 ~ 2023.12.31,"-40,251,785",-,26,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"203,148,035",제 1 기,2023.03.23 ~ 2023.12.31,"61,735,754",-,28,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"182,690,096",제 1 기,2023.03.23 ~ 2023.12.31,"48,832,982",-,30,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"182,690,096",제 1 기,2023.03.23 ~ 2023.12.31,"48,832,982",-,62,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2024.01.01 ~ 2024.12.31,"182,690,096",제 1 기,2023.03.23 ~ 2023.12.31,"48,832,982",-,64,KRW
20250314001416,11011,2024,01725577,455910,OFS,재무제표,IS,손익계산서,영업비용,제 2 기,2024.01.01 ~ 2024.12.31,"32,493,936",제 1 기,2023.03.23 ~ 2023.12.31,"40,251,785",-,66,KRW
